label;PCL Intersection;Mesh Intersection;image;location
Cover;[3.37122, -0.824392, 5.16515, 0.0, 17.4893, -107.658];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1129 3361] [1192 3388]]
MOVE;[3.68653, 0.0537207, 4.79872, 0.0, 17.8732, -114.538];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[ 497 3449] [ 648 3489]]
not;[3.40412, -0.930286, 4.52754, 0.0, -18.2007, -102.969];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1545  604] [1646  653]]
...te;[3.45631, -0.995867, 4.5005, 0.0, -18.5116, -99.7766];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1781  607] [1889  649]]
Pov;[3.54511, -1.00295, 4.49391, 0.0, -18.8683, -95.1216];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2143  611] [2208  646]]
CS;[3.62659, -0.874819, 4.5441, 0.0, -18.773, -91.253];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2429  635] [2474  665]]
P/N;[3.54325, -0.994847, 4.53337, 0.0, -17.3282, -95.3542];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2139  738] [2171  754]]
S/N;[3.54407, -0.991085, 4.53955, 0.0, -17.0687, -95.4022];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2139  759] [2164  775]]
Jumper;[3.60572, -0.88975, 4.61018, 0.0, -14.9335, -92.4951];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2324  931] [2383  955]]
MTL;[3.59208, -0.935843, 4.59638, 0.0, -14.8494, -93.1653];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2289  937] [2325  956]]
J5;[3.4429, -0.991287, 4.59153, 0.0, -14.2895, -100.353];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1766  939] [1803  967]]
10424451-2;[3.60226, -0.993192, 4.5995, 0.0, -14.1407, -92.4736];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2317  989] [2392 1016]]
P/N.;[3.58917, -0.974245, 4.60845, 0.0, -14.057, -93.1437];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2291  998] [2321 1014]]
WATE;[3.55599, -1.00414, 4.60873, 0.0, -13.6053, -94.7494];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2171 1024] [2214 1042]]
POWER;[3.37797, -0.964524, 4.64666, 0.0, -11.7661, -103.933];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1465 1113] [1551 1142]]
J1;[3.43458, -0.998133, 4.65721, 0.0, -11.2694, -100.806];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1726 1168] [1759 1194]]
J2;[3.48937, -1.04133, 4.64542, 0.0, -11.3, -97.8308];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1942 1181] [1982 1207]]
1036;[3.40755, -0.788979, 4.73909, 0.0, -8.31349, -105.285];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1375 1377] [1414 1392]]
PINFO-202;[3.39524, -0.890116, 4.7501, 0.0, -7.37889, -104.23];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1431 1417] [1522 1503]]
LAPTOI;[3.51833, -0.901456, 4.78813, 0.0, -5.2367, -97.2364];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1944 1630] [2047 1658]]
SUPPLY;[3.59908, -0.835425, 4.83796, 0.0, -2.5929, -93.1331];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2253 1832] [2321 1850]]
KER-4;[3.49726, -0.79105, 4.85513, 0.0, -1.79852, -99.3816];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1782 1876] [1881 1900]]
PO;[3.478, -0.800377, 4.86045, 0.0, -1.33345, -100.231];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1754 1911] [1780 1928]]
-J4;[3.59757, -0.854921, 4.86052, 0.0, -1.36129, -93.104];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2271 1925] [2302 1939]]
OWER;[3.6343, -0.893372, 4.85769, 0.0, -1.36261, -90.8081];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2424 1923] [2481 1944]]
M5;[3.57023, -0.902752, 4.87807, 0.0, -0.265156, -94.414];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2178 1986] [2203 2031]]
PIN-683-440362;[3.4688, -0.85211, 5.06939, 0.0, 10.5077, -100.443];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1701 2711] [1757 2879]]
SN001001;[3.47325, -0.852423, 5.07396, 0.0, 10.7269, -100.064];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[1735 2749] [1779 2867]]
ALIGN,;[3.89017, -1.02441, 4.377, 0.0, -23.3076, -78.1989];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3336  268] [3442  312]]
BRIC;[3.69986, -1.00141, 4.50165, 0.0, -18.6458, -87.4618];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2696  660] [2745  682]]
LED;[3.71006, -0.999898, 4.50167, 0.0, -18.6086, -86.838];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2747  663] [2787  684]]
Facility;[3.72527, -0.997968, 4.50164, 0.0, -18.5723, -86.0444];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2786  663] [2857  692]]
IN1029-M-GOB0-00;[3.69903, -0.877673, 4.5596, 0.0, -17.8884, -86.9317];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2707  724] [2808  738]]
ON;[3.72278, -1.01078, 4.57671, 0.0, -15.1359, -86.1802];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2787  930] [2825  958]]
CLOSED;[3.7293, -1.01299, 4.62756, 0.0, -12.5702, -86.1718];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2764 1121] [2843 1152]]
"(24"")";[3.64843, -0.994975, 4.63818, 0.0, -12.1975, -90.0598];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2506 1148] [2536 1162]]
PowerCable;[3.63357, -0.995031, 4.64365, 0.0, -12.1142, -90.9027];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2421 1148] [2504 1169]]
EXPRESS;[3.60365, -0.994129, 4.64468, 0.0, -11.9454, -92.4712];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2317 1155] [2385 1175]]
OPEN;[3.71975, -1.00685, 4.6645, 0.0, -10.8331, -86.1289];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2773 1246] [2832 1276]]
CB;[3.71691, -0.902926, 4.69596, 0.0, -10.1767, -86.1129];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2780 1295] [2820 1324]]
"Cable(24"")";[3.64344, -0.994886, 4.63835, 0.0, -12.188, -90.3414];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2464 1147] [2539 1164]]
VACUUM;[3.74788, -1.0072, 4.77555, 0.0, -5.37575, -84.9275];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2845 1648] [2907 1667]]
WASTE;[3.74784, -1.00431, 4.7807, 0.0, -5.20683, -84.98];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2848 1663] [2900 1682]]
NITROGEN;[3.83081, -0.846964, 4.7898, 0.0, -5.12392, -79.5997];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3196 1667] [3319 1696]]
WATER;[3.65711, -0.989096, 4.78326, 0.0, -4.87382, -89.6534];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2510 1677] [2569 1693]]
GAS;[3.74759, -0.997914, 4.78586, 0.0, -4.92697, -84.9735];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2857 1682] [2890 1698]]
LAPTOP;[3.63877, -0.892695, 4.85301, 0.0, -1.81642, -90.6501];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2412 1890] [2517 1918]]
LOCKER;[3.80923, -0.908476, 4.85049, 0.0, -1.80294, -81.1418];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3093 1904] [3194 1935]]
J6;[3.64757, -0.900214, 4.85781, 0.0, -1.32414, -90.0765];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2492 1930] [2510 1944]]
POW;[3.84901, -0.891641, 4.85803, 0.0, -1.34402, -78.8522];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3288 1946] [3324 1960]]
strum;[3.74591, -0.884275, 5.00101, 0.0, 6.57137, -84.4335];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2843 2496] [2944 2532]]
P/N1;[3.68355, -0.711079, 5.0065, 0.0, 8.53211, -87.7136];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[2630 2642] [2677 2660]]
20;[4.01719, -0.803496, 4.40877, 0.0, -25.4867, -68.2333];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4117   18] [4166   63]]
VDC;[4.12434, -1.01706, 4.30839, 0.0, -25.0145, -67.5635];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4148   33] [4238  114]]
INPUT;[4.11809, -1.01774, 4.31517, 0.0, -24.5418, -67.7029];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4124   73] [4243  168]]
DATA;[4.04082, -1.02778, 4.55739, 0.0, -15.0358, -71.2511];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3864  923] [3916  944]]
ARIS;[3.92499, -1.01053, 4.77621, 0.0, -5.20833, -76.4604];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3454 1667] [3515 1693]]
1553;[3.93734, -0.995641, 4.77614, 0.0, -5.21333, -75.6432];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3516 1666] [3575 1694]]
MOKE;[4.0411, -1.01921, 4.7785, 0.0, -4.89797, -71.0447];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3853 1689] [3928 1714]]
PORT;[3.92927, -1.00555, 4.78135, 0.0, -4.88035, -76.0715];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3478 1691] [3550 1717]]
LAB1P;[4.09374, -1.00847, 4.78264, 0.0, -4.73384, -68.9177];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4024 1705] [4080 1724]]
CATION;[4.04701, -1.0197, 4.78368, 0.0, -4.57401, -70.829];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3859 1711] [3952 1739]]
LOCKER;[3.9589, -0.914641, 4.84827, 0.0, -1.77424, -73.3619];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3658 1918] [3764 1944]]
POWER;[3.90462, -0.577699, 4.86838, 0.0, -1.33313, -70.2955];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3911 1956] [3972 1975]]
ZBoos;[3.95382, -0.543115, 4.97059, 0.0, 6.78324, -65.6787];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4255 2583] [4330 2604]]
PAN;[3.94975, -0.539421, 4.97938, 0.0, 7.56342, -65.7126];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4262 2628] [4317 2679]]
MAL-LIGHT;[3.88706, -0.907105, 5.06468, 0.0, 9.80482, -77.014];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3298 2700] [3542 2838]]
Drinking;[3.96493, -0.903041, 5.06053, 0.0, 9.209, -73.0258];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3648 2688] [3786 2795]]
Water;[3.99295, -0.908911, 5.07348, 0.0, 9.91388, -71.5811];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[3769 2758] [3881 2844]]
FIRMAWARE;[3.96969, -0.534657, 5.01398, 0.0, 9.94286, -64.1546];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4360 2835] [4466 2866]]
M70Ver;[3.96929, -0.532122, 5.02001, 0.0, 10.6431, -64.0928];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4379 2892] [4458 2919]]
20VR3125100-301;[3.97194, -0.541435, 4.97836, 0.0, 7.24316, -64.1587];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[4306 2601] [4529 2677]]
dy;[4.08092, -0.535232, 5.05426, 0.0, 12.9041, -55.3424];;data/images/isaac_sci_cam_image_delayed/1657546325.631.jpg;[[5089 3090] [5306 3283]]
DECK;[1.94604, 0.142026, 5.17094, 0.0, 11.7237, 177.913];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[ 572 1178] [ 788 1248]]
H;[-1.01774, -0.56229, 5.09408, 0.0, 3.72409, -172.003];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[1328  403] [1485  593]]
ToF(;[3.71164, 0.0155535, 4.74348, 0.0, 5.03505, 176.005];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[324 640] [422 676]]
NO;[2.00473, 0.153493, 5.19552, 0.0, 12.7731, 176.077];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[ 501 1293] [ 578 1342]]
10;[2.00473, 0.153493, 5.19552, 0.0, 12.7271, 175.003];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[ 400 1303] [ 482 1350]]
IUNC;[2.00473, 0.153493, 5.19552, 0.0, 12.7564, 175.581];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[ 393 1282] [ 596 1363]]
TIGHT;[0.933809, 0.0799726, 5.85191, 0.0, 20.2934, -179.629];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[ 993 1832] [1045 1883]]
SMUTER;[3.71164, 0.0155535, 4.74348, 0.0, 36.2442, 168.645];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[ 424 3303] [ 466 3366]]
mer;[1.81722, -0.606633, 5.02917, 0.0, 6.63594, -160.408];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2301  674] [2356  736]]
SMUTTER;[2.29999, -0.0366991, 5.89976, 0.0, 36.6286, -175.228];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[1516 2989] [1579 3061]]
OWER;[2.13498, -0.685721, 5.2752, 0.0, 14.9267, -154.862];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2719 1307] [2771 1342]]
PIIBUSP;[1.84417, -1.00126, 5.46519, 0.0, 16.8544, -150.683];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2988 1430] [3081 1494]]
J10;[1.95747, -0.95235, 5.48755, 0.0, 18.2932, -150.474];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[3032 1555] [3061 1581]]
RS232;[2.00258, -0.916331, 5.47719, 0.0, 18.5712, -150.468];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[3022 1570] [3067 1604]]
BSSPC;[2.0362, -0.898519, 5.49419, 0.0, 19.2412, -150.57];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2989 1596] [3089 1674]]
SWB;[2.42272, -0.620273, 5.33317, 0.0, 19.5939, -152.582];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2885 1642] [2918 1672]]
SWg;[2.48155, -0.615355, 5.33397, 0.0, 20.0915, -151.623];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2946 1677] [2982 1710]]
LOOK;[2.75616, -0.446939, 5.90379, 0.0, 43.5156, -152.376];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[2872 3340] [2928 3481]]
POWER;[3.36413, -0.5832, 5.39607, 0.0, 37.316, -122.219];;data/images/isaac_sci_cam_image_delayed/1657546180.235.jpg;[[4741 3242] [4842 3324]]
SBO;[2.14469, -0.943235, 5.27208, 0.0, 22.4696, -121.114];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4688  214] [4868  361]]
PP;[1.48022, -0.99474, 5.56544, 0.0, 25.0226, -140.075];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3256  283] [3348  375]]
10;[2.07751, -1.03809, 5.38674, 0.0, 24.704, -121.507];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4634  434] [4717  526]]
SSPCM;[2.11393, -0.996883, 5.39744, 0.0, 26.1281, -121.139];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4560  529] [4759  686]]
ACTEX-ASSONS;[1.38535, -0.111625, 5.91885, 0.0, 39.201, -172.016];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1371 1562] [1431 1645]]
BottonCover;[2.68901, -0.00576191, 4.78167, 0.0, 47.1638, 164.766];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[ 380 2705] [ 433 2802]]
Resupaly-Tank;[2.68901, -0.00576191, 4.78167, 0.0, 47.0974, 164.534];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[ 362 2707] [ 419 2812]]
NDENSATE;[0.818075, -0.762811, 5.82648, 0.0, 26.3426, -156.614];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[2118  427] [2199  484]]
SEGI;[2.12892, 0.0385885, 5.87507, 0.0, 59.7492, -176.009];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1726 3096] [1771 3132]]
Comp;[2.13479, 0.0362874, 5.88053, 0.0, 60.2144, -175.709];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1730 3117] [1811 3163]]
Powser;[2.14108, 0.0354543, 5.9152, 0.0, 61.0334, -175.573];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1754 3173] [1841 3223]]
KOMTIPE;[2.26712, 0.0445813, 5.78648, 0.0, 63.5611, -175.208];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1837 3343] [1925 3402]]
LOS;[2.68901, -0.00576191, 4.78167, 0.0, 68.1435, 173.375];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1685 3881] [1736 3923]]
POIC;[2.68901, -0.00576191, 4.78167, 0.0, 68.3873, 173.437];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1695 3894] [1753 3945]]
WARNING;[2.68901, -0.00576191, 4.78167, 0.0, 68.9401, 172.979];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[1685 3929] [1782 4003]]
CAUTION.CONLES;[1.50677, -0.811764, 5.97012, 0.0, 37.5425, -144.734];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[2891 1237] [2989 1339]]
TAOPT;[1.90945, -0.669286, 5.93738, 0.0, 45.3628, -138.601];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3205 1838] [3252 1900]]
CLOSED;[2.33615, -0.0900034, 5.81636, 0.0, 67.0045, -158.395];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[2424 3407] [2511 3527]]
SW8;[2.22225, -0.630565, 5.22722, 0.0, 26.4864, -127.293];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4140  510] [4238  590]]
TTENTION;[1.90633, -0.790699, 5.51891, 0.0, 31.0487, -134.393];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3560  801] [3685  896]]
SW2;[1.99497, -0.854823, 5.48696, 0.0, 30.2773, -129.612];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3925  811] [3973  848]]
matingor;[1.91465, -0.795015, 5.53805, 0.0, 31.8088, -134.236];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3592  880] [3653  930]]
outlet;[1.91967, -0.798662, 5.53632, 0.0, 31.7072, -133.76];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3633  888] [3675  919]]
OXYG;[2.03347, -0.845602, 5.93811, 0.0, 44.3455, -128.171];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[3733 1850] [3819 1935]]
S232;[2.08205, -1.03392, 5.39024, 0.0, 24.9452, -121.564];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4614  463] [4710  537]]
011;[2.11729, -0.968329, 5.43786, 0.0, 27.9668, -121.731];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4515  718] [4603  784]]
RS232;[2.29823, -0.677581, 5.26555, 0.0, 28.3935, -121.669];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4502  752] [4594  822]]
ORU;[2.44822, -0.931364, 5.86718, 0.0, 45.4552, -107.327];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4836 2370] [4895 2421]]
LIHO;[2.4437, -0.933672, 5.86257, 0.0, 45.4131, -107.503];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[4814 2349] [4902 2424]]
BACTERIA;[2.57524, -0.71917, 5.63153, 0.0, 45.9497, -103.495];;data/images/isaac_sci_cam_image_delayed/1657544512.261.jpg;[[5001 2498] [5115 2597]]
Cabi;[3.1605, -0.819459, 5.45595, 0.0, 32.3984, -52.5901];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 820 1121] [ 860 1146]]
Display;[3.16935, -0.85061, 5.4728, 0.0, 32.3415, -53.204];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 765 1128] [ 823 1156]]
CEVIS;[3.17569, -0.864589, 5.47495, 0.0, 32.1957, -53.9429];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 707 1131] [ 767 1166]]
2330;[3.17574, -0.879849, 5.51707, 0.0, 32.8221, -53.9071];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 743 1186] [ 784 1204]]
S/N1005;[3.15123, -0.853585, 5.49629, 0.0, 33.0095, -54.352];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 702 1199] [ 776 1235]]
00099191J;[3.16947, -0.870095, 5.52413, 0.0, 33.8003, -53.7471];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 772 1250] [ 845 1287]]
ROLLE;[2.79726, -0.401544, 5.3632, 0.0, 48.1485, -55.9088];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[1123 2316] [1188 2380]]
Capture;[2.73806, -0.363839, 5.35605, 0.0, 50.847, -64.2195];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 803 2706] [ 910 2776]]
PN;[2.73806, -0.363839, 5.35605, 0.0, 50.6899, -65.001];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 782 2731] [ 836 2775]]
BracketAssy.;[2.73157, -0.348073, 5.35135, 0.0, 52.1736, -62.7539];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 894 2743] [1063 2839]]
WLSD210115-305;[2.73806, -0.363839, 5.35605, 0.0, 52.1325, -63.595];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 832 2751] [1045 2867]]
SN;[2.73806, -0.363839, 5.35605, 0.0, 50.7885, -65.5974];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 761 2764] [ 810 2794]]
1002;[2.73806, -0.363839, 5.35605, 0.0, 51.4573, -65.0433];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 808 2778] [ 881 2833]]
MountingBlockAssy,;[2.72286, -0.33622, 5.35145, 0.0, 53.2483, -68.9825];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 612 2969] [ 880 3114]]
SEG46116010-307;[2.72286, -0.33622, 5.35145, 0.0, 53.8198, -69.7167];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 626 3037] [ 862 3167]]
1021;[2.72286, -0.33622, 5.35145, 0.0, 53.0531, -71.0769];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 605 3071] [ 681 3127]]
AFT;[2.71609, -0.318499, 5.35024, 0.0, 55.0569, -67.3966];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[ 867 3082] [ 939 3134]]
Magnetometer;[3.22071, -0.441297, 5.11986, 0.0, 22.1406, -33.6436];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[1907   18] [2008   83]]
Location3;[3.24442, -0.454698, 5.13297, 0.0, 22.4108, -33.6872];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[1920   46] [2001  103]]
MANUAL;[3.14077, -0.349436, 5.39868, 0.0, 40.1089, -31.1875];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2244 1432] [2326 1462]]
WORKLOAD;[3.13618, -0.346973, 5.39947, 0.0, 40.3123, -31.4345];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2220 1446] [2330 1479]]
CONTROL;[3.12848, -0.347385, 5.3985, 0.0, 40.4606, -31.675];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2219 1462] [2304 1491]]
TRUCS;[3.80954, -0.55851, 5.41251, 0.0, 22.7548, -25.0574];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2571   58] [2607   89]]
batch-d/monero.com;[3.52511, -0.361677, 5.98993, 0.0, 47.7236, -21.6726];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2780 1909] [2825 2033]]
demating.comedon;[3.53962, -0.359608, 5.9934, 0.0, 47.7683, -20.9168];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2817 1919] [2856 2029]]
plartomating.cor;[3.53962, -0.359608, 5.9934, 0.0, 47.7178, -21.2539];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[2802 1925] [2839 2019]]
EXHAUST;[3.38027, -0.0626461, 5.93298, 0.0, 52.7567, -6.89252];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3390 2393] [3477 2429]]
DONOTB;[3.36041, -0.0543471, 5.94833, 0.0, 53.6331, -6.29462];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3413 2464] [3478 2488]]
RECIRCBYP;[3.38937, -0.0553222, 5.90549, 0.0, 51.7046, -6.2648];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3438 2327] [3515 2357]]
PURGE;[3.4224, 0.00127551, 5.93154, 0.0, 51.4849, -2.50129];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3621 2354] [3679 2382]]
SAMPLE;[3.40842, -0.00141131, 5.97558, 0.0, 52.9383, -2.67144];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3575 2451] [3649 2485]]
NOT;[3.36952, -0.0568898, 5.95102, 0.0, 53.5667, -6.22559];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3435 2468] [3464 2482]]
DO;[3.3612, -0.0608882, 5.95361, 0.0, 53.75, -6.72207];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3414 2473] [3435 2487]]
FIREPORT;[3.38167, 0.0992092, 5.97816, 0.0, 53.9111, 3.88663];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3837 2570] [3911 2699]]
LAB102H1;[3.37777, 0.092606, 5.97588, 0.0, 53.9275, 3.33434];;data/images/isaac_sci_cam_image_delayed/1657544693.345.jpg;[[3823 2584] [3873 2668]]
